Gene Name,Gene Symbol,Entrez Gene ID,Classification
"UDP glucuronosyltransferase 2 family, polypeptide A1  ",UGT2A1,10941,Detox
"UDP glucuronosyltransferase 2 family, polypeptide A2",UGT2A2,574537,Detox
"UDP glucuronosyltransferase 2 family, polypeptide A3",UGT2A3,79799,Detox
"UDP glucuronosyltransferase 2 family, polypeptide B10",UGT2B10,7365,Detox
"UDP glucuronosyltransferase 2 family, polypeptide B11",UGT2B11,10720,Detox
"UDP glucuronosyltransferase 2 family, polypeptide B15",UGT2B15,7366,Detox
"UDP glucuronosyltransferase 2 family, polypeptide B17",UGT2B17,7367,Detox
"UDP glucuronosyltransferase 2 family, polypeptide B28",UGT2B28,54490,Detox
"UDP glucuronosyltransferase 2 family, polypeptide B4",UGT2B4,7363,Detox
"UDP glucuronosyltransferase 2 family, polypeptide B7",UGT2B7,7364,Detox
"UDP glycosyltransferase 3 family, polypeptide A1",UGT3A1,133688,Detox
"UDP glycosyltransferase 3 family, polypeptide A2",UGT3A2,167127,Detox
acetyl-Coenzyme A acyltransferase 1 (peroxisomal 3-oxoacyl-Coenzyme A thiolase),ACAA1,30,Fatty Acid
acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase),ACAA2,10449,Fatty Acid
acetyl-Coenzyme A carboxylase alpha,ACACA,31,Fatty Acid
acetyl-Coenzyme A carboxylase beta,ACACB,32,Fatty Acid
"acyl-Coenzyme A dehydrogenase family, member 10",ACAD10,80724,Fatty Acid
"acyl-Coenzyme A dehydrogenase family, member 11",ACAD11,84129,Fatty Acid
"acyl-Coenzyme A dehydrogenase family, member 8",ACAD8,27034,Fatty Acid
"acyl-Coenzyme A dehydrogenase family, member 9",ACAD9,28976,Fatty Acid
"acyl-Coenzyme A dehydrogenase, long chain",ACADL,33,Fatty Acid
"acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain",ACADM,34,Fatty Acid
"acyl-Coenzyme A dehydrogenase, C-2 to C-3 short chain",ACADS,35,Fatty Acid
"acyl-Coenzyme A dehydrogenase, short/branched chain",ACADSB,36,Fatty Acid
"acyl-Coenzyme A dehydrogenase, very long chain",ACADVL,37,Fatty Acid
acetyl-Coenzyme A acetyltransferase 1 (acetoacetyl Coenzyme A thiolase),ACAT1,38,Fatty Acid
acetyl-Coenzyme A acetyltransferase 2 (acetoacetyl Coenzyme A thiolase),ACAT2,39,Fatty Acid
acyl-Coenzyme A binding domain containing 3,ACBD3,64746,Fatty Acid
acyl-Coenzyme A binding domain containing 4,ACBD4,79777,Fatty Acid
acyl-Coenzyme A binding domain containing 5,ACBD5,91452,Fatty Acid
acyl-Coenzyme A binding domain containing 6,ACBD6,84320,Fatty Acid
acyl-Coenzyme A binding domain containing 7,ACBD7,414149,Fatty Acid
"acyl-Coenzyme A oxidase 1, palmitoyl",ACOX1,51,Fatty Acid
"acyl-Coenzyme A oxidase 2, branched chain",ACOX2,8309,Fatty Acid
"acyl-Coenzyme A oxidase 3, pristanoyl",ACOX3,8310,Fatty Acid
acyl-Coenzyme A oxidase-like,ACOXL,55289,Fatty Acid
acyl-CoA synthetase bubblegum family member 1,ACSBG1,23205,Fatty Acid
acyl-CoA synthetase bubblegum family member 2,ACSBG2,81616,Fatty Acid
acyl-CoA synthetase family member 2,ACSF2,80221,Fatty Acid
acyl-CoA synthetase family member 3,ACSF3,197322,Fatty Acid
acyl-CoA synthetase long-chain family member 1,ACSL1,2180,Fatty Acid
acyl-CoA synthetase long-chain family member 3,ACSL3,2181,Fatty Acid
Acyl-CoA synthetase long-chain family member 4,ACSL4,2182,Fatty Acid
acyl-CoA synthetase long-chain family member 5,ACSL5,51703,Fatty Acid
acyl-CoA synthetase long-chain family member 6,ACSL6,23305,Fatty Acid
acyl-CoA synthetase medium-chain family member 1,ACSM1,116285,Fatty Acid
acyl-CoA synthetase medium-chain family member 2A,ACSM2A,123876,Fatty Acid
acyl-CoA synthetase medium-chain family member 2B,ACSM2B,348158,Fatty Acid
acyl-CoA synthetase medium-chain family member 3,ACSM3,6296,Fatty Acid
acyl-CoA synthetase medium-chain family member 4,ACSM4,341392,Fatty Acid
acyl-CoA synthetase medium-chain family member 5,ACSM5,54988,Fatty Acid
Acyl-CoA synthetase short-chain family member 1,ACSS1,84532,Fatty Acid
acyl-CoA synthetase short-chain family member 2,ACSS2,55902,Fatty Acid
acyl-CoA synthetase short-chain family member 3,ACSS3,79611,Fatty Acid
citrate lyase beta like,CLYBL,171425,Fatty Acid
carnitine palmitoyltransferase 1A (liver),CPT1A,1374,Fatty Acid
carnitine palmitoyltransferase 1B (muscle),CPT1B,1375,Fatty Acid
carnitine palmitoyltransferase 1C,CPT1C,126129,Fatty Acid
carnitine palmitoyltransferase II,CPT2,1376,Fatty Acid
"cytochrome P450, family 4, subfamily A, polypeptide 11",CYP4A11,1579,Fatty Acid
"cytochrome P450, family 4, subfamily A, polypeptide 22",CYP4A22,284541,Fatty Acid
"cytochrome P450, family 4, subfamily B, polypeptide 1",CYP4B1,1580,Fatty Acid
"cytochrome P450, family 4, subfamily F, polypeptide 11",CYP4F11,57834,Fatty Acid
"cytochrome P450, family 4, subfamily F, polypeptide 12",CYP4F12,66002,Fatty Acid
"cytochrome P450, family 4, subfamily F, polypeptide 2",CYP4F2,8529,Fatty Acid
"cytochrome P450, family 4, subfamily F, polypeptide 22",CYP4F22,126410,Fatty Acid
"cytochrome P450, family 4, subfamily F, polypeptide 3",CYP4F3,4051,Fatty Acid
"cytochrome P450, family 4, subfamily F, polypeptide 8",CYP4F8,11283,Fatty Acid
"cytochrome P450, family 4, subfamily V, polypeptide 2",CYP4V2,285440,Fatty Acid
"cytochrome P450, family 4, subfamily X, polypeptide 1",CYP4X1,260293,Fatty Acid
"cytochrome P450, family 4, subfamily Z, polypeptide 1",CYP4Z1,199974,Fatty Acid
"dodecenoyl-Coenzyme A delta isomerase (3,2 trans-enoyl-Coenzyme A isomerase)",DCI,1632,Fatty Acid
"2,4-dienoyl CoA reductase 1, mitochondrial",DECR1,1666,Fatty Acid
"2,4-dienoyl CoA reductase 2, peroxisomal",DECR2,26063,Fatty Acid
diacylglycerol O-acyltransferase homolog 1 (mouse),DGAT1,8694,Fatty Acid
diacylglycerol O-acyltransferase homolog 2 (mouse),DGAT2,84649,Fatty Acid
diacylglycerol O-acyltransferase 2-like 3,DGAT2L3,158833,Fatty Acid
diacylglycerol O-acyltransferase 2-like 4,DGAT2L4,158835,Fatty Acid
diacylglycerol O-acyltransferase 2-like 6,DGAT2L6,347516,Fatty Acid
diacylglycerol O-acyltransferase 2-like 7,DGAT2L7,646409,Fatty Acid
"enoyl Coenzyme A hydratase 1, peroxisomal",ECH1,1891,Fatty Acid
enoyl Coenzyme A hydratase domain containing 1,ECHDC1,55862,Fatty Acid
enoyl Coenzyme A hydratase domain containing 2,ECHDC2,55268,Fatty Acid
enoyl Coenzyme A hydratase domain containing 3,ECHDC3,79746,Fatty Acid
"enoyl Coenzyme A hydratase, short chain, 1, mitochondrial",ECHS1,1892,Fatty Acid
"enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase",EHHADH,1962,Fatty Acid
"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1",ELOVL1,64834,Fatty Acid
"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2",ELOVL2,54898,Fatty Acid
"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 3",ELOVL3,83401,Fatty Acid
"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4",ELOVL4,6785,Fatty Acid
"ELOVL family member 5, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)",ELOVL5,60481,Fatty Acid
"ELOVL family member 6, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)",ELOVL6,79071,Fatty Acid
"ELOVL family member 7, elongation of long chain fatty acids (yeast)",ELOVL7,79993,Fatty Acid
"electron-transfer-flavoprotein, alpha polypeptide (glutaric aciduria II)",ETFA,2108,Fatty Acid
"electron-transfer-flavoprotein, beta polypeptide",ETFB,2109,Fatty Acid
electron-transferring-flavoprotein dehydrogenase,ETFDH,2110,Fatty Acid
fatty acid 2-hydroxylase,FA2H,79152,Fatty Acid
fatty acid amide hydrolase,FAAH,2166,Fatty Acid
fatty acid amide hydrolase 2,FAAH2,158584,Fatty Acid
fatty acid desaturase 1,FADS1,3992,Fatty Acid
fatty acid desaturase 2,FADS2,9415,Fatty Acid
fatty acid desaturase 3,FADS3,3995,Fatty Acid
fatty acyl CoA reductase 1,FAR1,84188,Fatty Acid
fatty acyl CoA reductase 2,FAR2,55711,Fatty Acid
fatty acid synthase,FASN,2194,Fatty Acid
"glycoprotein, synaptic 2",GPSN2,9524,Fatty Acid
2-hydroxyacyl-CoA lyase 1,HACL1,26061,Fatty Acid
hydroxyacyl-Coenzyme A dehydrogenase,HADH,3033,Fatty Acid
"hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit",HADHA,3030,Fatty Acid
"hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), beta subunit",HADHB,3032,Fatty Acid
"lipase, hepatic",LIPC,3990,Fatty Acid
"lipase, gastric",LIPF,8513,Fatty Acid
"lipase, endothelial",LIPG,9388,Fatty Acid
"lipase, member H",LIPH,200879,Fatty Acid
"lipase, member I",LIPI,149998,Fatty Acid
"lipase, family member J",LIPJ,142910,Fatty Acid
"lipase, mamber K",LIPK,643414,Fatty Acid
"lipase, member M",LIPM,340654,Fatty Acid
"lipase, member N",LIPN,643418,Fatty Acid
lipoprotein lipase,LPL,4023,Fatty Acid
lipid phosphate phosphatase-related protein type 2,LPPR2,64748,Fatty Acid
malonyl CoA:ACP acyltransferase (mitochondrial),MCAT,27349,Fatty Acid
mitochondrial trans-2-enoyl-CoA reductase,MECR,51102,Fatty Acid
monoglyceride lipase,MGLL,11343,Fatty Acid
malonyl-CoA decarboxylase,MLYCD,23417,Fatty Acid
microsomal triglyceride transfer protein,MTTP,4547,Fatty Acid
oleoyl-ACP hydrolase,OLAH,55301,Fatty Acid
"3-oxoacyl-ACP synthase, mitochondrial",OXSM,54995,Fatty Acid
"peroxisomal D3,D2-enoyl-CoA isomerase",PECI,10455,Fatty Acid
peroxisomal trans-2-enoyl-CoA reductase,PECR,55825,Fatty Acid
phytanoyl-CoA 2-hydroxylase,PHYH,5264,Fatty Acid
phytanoyl-CoA dioxygenase domain containing 1,PHYHD1,254295,Fatty Acid
pancreatic lipase,PNLIP,5406,Fatty Acid
pancreatic lipase-related protein 1,PNLIPRP1,5407,Fatty Acid
pancreatic lipase-related protein 2,PNLIPRP2,5408,Fatty Acid
pancreatic lipase-related protein 3,PNLIPRP3,119548,Fatty Acid
patatin-like phospholipase domain containing 1,PNPLA1,285848,Fatty Acid
patatin-like phospholipase domain containing 2,PNPLA2,57104,Fatty Acid
patatin-like phospholipase domain containing 3,PNPLA3,80339,Fatty Acid
patatin-like phospholipase domain containing 4,PNPLA4,8228,Fatty Acid
patatin-like phospholipase domain containing 5,PNPLA5,150379,Fatty Acid
patatin-like phospholipase domain containing 6,PNPLA6,10908,Fatty Acid
patatin-like phospholipase domain containing 7,PNPLA7,375775,Fatty Acid
patatin-like phospholipase domain containing 8,PNPLA8,50640,Fatty Acid
stearoyl-CoA desaturase (delta-9-desaturase),SCD,6319,Fatty Acid
stearoyl-CoA desaturase 5,SCD5,79966,Fatty Acid
sterol carrier protein 2,SCP2,6342,Fatty Acid
"short chain dehydrogenase/reductase family 16C, member 6",SDR16C6,442388,Fatty Acid
"short chain dehydrogenase/reductase family 39U, member 1",SDR39U1,56948,Fatty Acid
"short chain dehydrogenase/reductase family 42E, member 1",SDR42E1,93517,Fatty Acid
"short chain dehydrogenase/reductase family 9C, member 7",SDR9C7,121214,Fatty Acid
dihydrofolate reductase,DHFR,1719,Folate
dihydrofolate reductase-like 1,DHFRL1,200895,Folate
folylpolyglutamate synthase,FPGS,2356,Folate
"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase",MTHFD1,4522,Folate
Methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like,MTHFD1L,25902,Folate
"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase",MTHFD2,10797,Folate
methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like,MTHFD2L,441024,Folate
"5,10-methylenetetrahydrofolate reductase (NADPH)",MTHFR,4524,Folate
"5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)",MTHFS,10588,Folate
methenyltetrahydrofolate synthetase domain containing,MTHFSD,64779,Folate
serine hydroxymethyltransferase 1 (soluble),SHMT1,6470,Folate
serine hydroxymethyltransferase 2 (mitochondrial),SHMT2,6472,Folate
"aldehyde dehydrogenase 18 family, member A1",ALDH18A1,5832,Glutamate
"aldehyde dehydrogenase 5 family, member A1 (succinate-semialdehyde dehydrogenase)",ALDH5A1,7915,Glutamate
"glutamate decarboxylase 1 (brain, 67kDa)",GAD1,2571,Glutamate
"Glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa)",GAD2,2572,Glutamate
glutamate decarboxylase-like 1,GADL1,339896,Glutamate
glutaminase,GLS,2744,Glutamate
"glutaminase 2 (liver, mitochondrial)",GLS2,27165,Glutamate
glutamate dehydrogenase 1,GLUD1,2746,Glutamate
glutamate dehydrogenase 2,GLUD2,2747,Glutamate
glutamate-ammonia ligase (glutamine synthetase),GLUL,2752,Glutamate
ornithine aminotransferase (gyrate atrophy),OAT,4942,Glutamate
"glutamate-cysteine ligase, catalytic subunit",GCLC,2729,Glutathione
"glutamate-cysteine ligase, modifier subunit",GCLM,2730,Glutathione
glutathione peroxidase 1,GPX1,2876,Glutathione
glutathione peroxidase 2 (gastrointestinal),GPX2,2877,Glutathione
glutathione peroxidase 3 (plasma),GPX3,2878,Glutathione
glutathione peroxidase 4 (phospholipid hydroperoxidase),GPX4,2879,Glutathione
glutathione peroxidase 5 (epididymal androgen-related protein),GPX5,2880,Glutathione
glutathione peroxidase 6 (olfactory),GPX6,257202,Glutathione
glutathione peroxidase 7,GPX7,2882,Glutathione
glutathione peroxidase 8 (putative),GPX8,493869,Glutathione
glutathione reductase,GSR,2936,Glutathione
glutathione synthetase,GSS,2937,Glutathione
glutathione S-transferase A1,GSTA1,2938,Glutathione
glutathione S-transferase A2,GSTA2,2939,Glutathione
glutathione S-transferase A3,GSTA3,2940,Glutathione
glutathione S-transferase A4,GSTA4,2941,Glutathione
glutathione S-transferase A5,GSTA5,221357,Glutathione
"glutathione S-transferase, C-terminal domain containing",GSTCD,79807,Glutathione
glutathione S-transferase kappa 1,GSTK1,373156,Glutathione
glutathione S-transferase M1,GSTM1,2944,Glutathione
glutathione S-transferase M2 (muscle),GSTM2,2946,Glutathione
glutathione S-transferase M3 (brain),GSTM3,2947,Glutathione
glutathione S-transferase M4,GSTM4,2948,Glutathione
glutathione S-transferase M5,GSTM5,2949,Glutathione
glutathione S-transferase omega 1,GSTO1,9446,Glutathione
glutathione S-transferase omega 2,GSTO2,119391,Glutathione
glutathione S-transferase pi,GSTP1,2950,Glutathione
glutathione S-transferase theta 1,GSTT1,2952,Glutathione
glutathione S-transferase theta 2,GSTT2,2953,Glutathione
hydroxyacylglutathione hydrolase,HAGH,3029,Glutathione
hydroxyacylglutathione hydrolase-like,HAGHL,84264,Glutathione
microsomal glutathione S-transferase 1,MGST1,4257,Glutathione
microsomal glutathione S-transferase 2,MGST2,4258,Glutathione
microsomal glutathione S-transferase 3,MGST3,4259,Glutathione
"alpha 1,4-galactosyltransferase (globotriaosylceramide synthase)",A4GALT,53947,Glycan
"alpha-1,4-N-acetylglucosaminyltransferase",A4GNT,51146,Glycan
"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",ABO,28,Glycan
"asparagine-linked glycosylation 1 homolog (S. cerevisiae, beta-1,4-mannosyltransferase)",ALG1,56052,Glycan
"asparagine-linked glycosylation 10 homolog (yeast, alpha-1,2-glucosyltransferase)",ALG10,84920,Glycan
"asparagine-linked glycosylation 10 homolog B (yeast, alpha-1,2-glucosyltransferase)",ALG10B,144245,Glycan
asparagine-linked glycosylation 11 homolog,ALG11,440138,Glycan
"asparagine-linked glycosylation 12 homolog (S. cerevisiae, alpha-1,6-mannosyltransferase)",ALG12,79087,Glycan
asparagine-linked glycosylation 13 homolog (S. cerevisiae),ALG13,55849,Glycan
asparagine-linked glycosylation 14 homolog (S. cerevisiae),ALG14,199857,Glycan
"asparagine-linked glycosylation 2 homolog (S. cerevisiae, alpha-1,3-mannosyltransferase)",ALG2,85365,Glycan
"asparagine-linked glycosylation 3 homolog (S. cerevisiae, alpha-1,3-mannosyltransferase)",ALG3,10195,Glycan
"Asparagine-linked glycosylation 5 homolog (S. cerevisiae, dolichyl-phosphate beta-glucosyltransferase)",ALG5,29880,Glycan
"asparagine-linked glycosylation 6 homolog (S. cerevisiae, alpha-1,3-glucosyltransferase)",ALG6,29929,Glycan
"asparagine-linked glycosylation 8 homolog (S. cerevisiae, alpha-1,3-glucosyltransferase)",ALG8,79053,Glycan
"asparagine-linked glycosylation 9 homolog (S. cerevisiae, alpha- 1,2-mannosyltransferase)",ALG9,79796,Glycan
"beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)",B3GALNT1,8706,Glycan
"beta-1,3-N-acetylgalactosaminyltransferase 2",B3GALNT2,148789,Glycan
"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1",B3GALT1,8708,Glycan
"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2",B3GALT2,8707,Glycan
"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4",B3GALT4,8705,Glycan
"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5",B3GALT5,10317,Glycan
"UDP-Gal:betaGal beta 1,3-galactosyltransferase polypeptide 6",B3GALT6,126792,Glycan
"beta 1,3-galactosyltransferase-like",B3GALTL,145173,Glycan
"beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P)",B3GAT1,27087,Glycan
"beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase P)",B3GAT2,135152,Glycan
"beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I)",B3GAT3,26229,Glycan
"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1",B3GNT1,11041,Glycan
"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",B3GNT2,10678,Glycan
"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3",B3GNT3,10331,Glycan
"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4",B3GNT4,79369,Glycan
"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5",B3GNT5,84002,Glycan
"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6 (core 3 synthase)",B3GNT6,192134,Glycan
"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",B3GNT7,93010,Glycan
"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8",B3GNT8,374907,Glycan
"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9",B3GNT9,84752,Glycan
"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1",B3GNTL1,146712,Glycan
"beta-1,4-N-acetyl-galactosaminyl transferase 1",B4GALNT1,2583,Glycan
"beta-1,4-N-acetyl-galactosaminyl transferase 2",B4GALNT2,124872,Glycan
"beta-1,4-N-acetyl-galactosaminyl transferase 3",B4GALNT3,283358,Glycan
"beta-1,4-N-acetyl-galactosaminyl transferase 4",B4GALNT4,338707,Glycan
"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",B4GALT1,2683,Glycan
"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",B4GALT2,8704,Glycan
"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3",B4GALT3,8703,Glycan
"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 4",B4GALT4,8702,Glycan
"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5",B4GALT5,9334,Glycan
"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6",B4GALT6,9331,Glycan
"xylosylprotein beta 1,4-galactosyltransferase, polypeptide 7 (galactosyltransferase I)",B4GALT7,11285,Glycan
"core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1",C1GALT1,56913,Glycan
"chitobiase, di-N-acetyl-",CTBS,1486,Glycan
defender against cell death,DAD1,1603,Glycan
dolichyl-diphosphooligosaccharide-protein glycosyltransferase,DDOST,1650,Glycan
dehydrodolichyl diphosphate synthase,DHDDS,79947,Glycan
dolichol kinase,DOLK,22845,Glycan
dolichyl pyrophosphate phosphatase 1,DOLPP1,57171,Glycan
dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase),DPAGT1,1798,Glycan
fructosamine 3 kinase,FN3K,64122,Glycan
fructosamine-3-kinase-related protein,FN3KRP,79672,Glycan
"fucosyltransferase 1 (galactoside 2-alpha-L-fucosyltransferase, H blood group)",FUT1,2523,Glycan
"fucosyltransferase 10 (alpha (1,3) fucosyltransferase)",FUT10,84750,Glycan
"fucosyltransferase 11 (alpha (1,3) fucosyltransferase)",FUT11,170384,Glycan
fucosyltransferase 2 (secretor status included),FUT2,2524,Glycan
"fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group)",FUT3,2525,Glycan
"fucosyltransferase 4 (alpha (1,3) fucosyltransferase, myeloid-specific)",FUT4,2526,Glycan
"fucosyltransferase 5 (alpha (1,3) fucosyltransferase)",FUT5,2527,Glycan
"Fucosyltransferase 6 (alpha (1,3) fucosyltransferase)",FUT6,2528,Glycan
"fucosyltransferase 7 (alpha (1,3) fucosyltransferase)",FUT7,2529,Glycan
"fucosyltransferase 8 (alpha (1,6) fucosyltransferase)",FUT8,2530,Glycan
"fucosyltransferase 9 (alpha (1,3) fucosyltransferase)",FUT9,10690,Glycan
UDP-galactose-4-epimerase,GALE,2582,Glycan
UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 (GalNAc-T1),GALNT1,2589,Glycan
UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10 (GalNAc-T10),GALNT10,55568,Glycan
UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 11 (GalNAc-T11),GALNT11,63917,Glycan
